Id,Timestamp,HRESULT
5136,2016-09-30 19:47:17,0x800f080d
12215,2016-10-04 16:50:14,0x800f080d
15652,2016-10-06 18:02:30,0x800f080d
5160,2016-09-30 19:47:17,0x800f080d
187062,2016-10-11 03:04:01,0x80070490
16716,2016-10-06 21:40:51,0x800f080d
17608,2016-10-07 12:46:20,0x800f080d
23811,2016-10-10 19:28:47,0x800f080d
109905,2016-10-11 03:03:19,0x800f080d
6088,2016-10-01 16:38:53,0x800f080d
2270,2016-09-29 03:00:27,0x800f080d
3226,2016-09-29 22:28:43,0x800f080d
12266,2016-10-04 16:50:14,0x800f080d
271596,2016-10-11 03:04:28,0x800f080d
12176,2016-10-04 16:50:14,0x800f080d
4419,2016-09-30 07:08:56,0x800f080d
21943,2016-10-09 04:36:39,0x800f080d
16636,2016-10-06 21:40:51,0x800f080d
22876,2016-10-10 00:12:10,0x800f080d
11967,2016-10-04 07:56:47,0x800f080d
7793,2016-10-02 03:07:52,0x800f080d
7797,2016-10-02 03:07:52,0x800f080d
10003,2016-10-03 00:01:35,0x800f080d
10002,2016-10-03 00:01:35,0x800f080d
18905,2016-10-08 07:05:53,0x800f080d
271662,2016-10-11 03:04:29,0x800f080d
16810,2016-10-06 21:40:52,0x800f080d
10334,2016-10-03 11:08:59,0x800f080d
4369,2016-09-30 07:08:56,0x800f080d
18672,2016-10-08 07:05:50,0x800f080d
6205,2016-10-01 16:38:53,0x800f080d
19639,2016-10-09 02:31:32,0x800f080d
22011,2016-10-09 04:36:39,0x800f080d
5168,2016-09-30 19:47:17,0x800f080d
10207,2016-10-03 11:08:57,0x800f080d
31623,2016-10-11 03:02:52,0x80070490
12203,2016-10-04 16:50:14,0x800f080d
22919,2016-10-10 00:12:10,0x800f0805
2196,2016-09-29 03:00:27,0x800f080d
12116,2016-10-04 16:50:13,0x800f080d
13364,2016-10-05 00:39:39,0x800f080d
18515,2016-10-08 00:01:47,0x800f080d
15893,2016-10-06 18:02:34,0x800f080d
12342,2016-10-04 16:50:14,0x800f080d
12273,2016-10-04 16:50:14,0x800f080d
325327,2016-10-11 03:05:44,0x80070490
4067,2016-09-30 00:02:04,0x800f080d
19766,2016-10-09 02:31:33,0x800f080d
15835,2016-10-06 18:02:34,0x800f080d
10043,2016-10-03 00:01:35,0x800f080d
5103,2016-09-30 19:47:16,0x800f080d
17489,2016-10-07 00:01:06,0x800f080d
15910,2016-10-06 18:02:34,0x800f080d
301582,2016-10-11 03:05:43,0x80070490
22832,2016-10-10 00:12:10,0x800f080d
109939,2016-10-11 03:03:20,0x800f080d
5017,2016-09-30 19:47:16,0x800f080d
2881,2016-09-29 17:57:30,0x800f080d
2195,2016-09-29 03:00:27,0x800f080d
13189,2016-10-05 00:39:38,0x800f080d
9733,2016-10-02 21:09:07,0x800f080d
9848,2016-10-02 21:11:31,0x800f080d
9907,2016-10-02 21:15:10,0x800f080d
4039,2016-09-30 00:02:04,0x800f080d
11954,2016-10-04 07:56:47,0x800f080d
1510,2016-09-29 02:03:48,0x800f080d
22992,2016-10-10 00:12:11,0x800f080d
231065,2016-10-11 03:04:03,0x80070490
17697,2016-10-07 12:46:22,0x800f080d
17464,2016-10-07 00:01:06,0x800f080d
23771,2016-10-10 19:28:47,0x800f080d
17531,2016-10-07 00:01:06,0x800f080d
10074,2016-10-03 00:01:35,0x800f080d
271646,2016-10-11 03:04:29,0x800f080d
14130,2016-10-05 21:51:49,0x800f080d
3359,2016-09-29 22:28:43,0x800f080d
7094,2016-10-02 03:06:50,0x800f080d
477,2016-09-28 04:30:33,0x800f080d
6230,2016-10-01 16:38:53,0x800f080d
382908,2016-10-11 03:06:19,0x80070490
271649,2016-10-11 03:04:29,0x800f080d
23034,2016-10-10 00:12:11,0x800f080d
3046,2016-09-29 17:59:33,0x800f080d
2221,2016-09-29 03:00:27,0x800f080d
9956,2016-10-02 21:15:10,0x800f080d
5097,2016-09-30 19:47:16,0x800f080d
424,2016-09-28 04:30:33,0x800f080d
19599,2016-10-09 02:31:31,0x800f080d
2237,2016-09-29 03:00:27,0x800f080d
1495,2016-09-29 02:03:48,0x800f080d
18799,2016-10-08 07:05:53,0x800f080d
