Id,StartTime,EndTime,InitializedBy
4579,2016-09-30 07:09:17,2016-09-30 07:09:17,WindowsUpdateAgent.
7477,2016-10-02 03:07:35,2016-10-02 03:07:35,WindowsUpdateAgent.
10628,2016-10-03 11:09:26,2016-10-03 11:09:26,WindowsUpdateAgent.
24262,2016-10-10 19:29:25,2016-10-10 19:29:25,WindowsUpdateAgent.
8244,2016-10-02 11:59:57,2016-10-02 11:59:57,WindowsUpdateAgent.
7610,2016-10-02 03:07:46,2016-10-02 03:07:46,WindowsUpdateAgent.
16319,2016-10-06 18:04:02,2016-10-06 18:04:02,WindowsUpdateAgent.
15562,2016-10-06 03:01:20,2016-10-06 03:01:20,WindowsUpdateAgent.
13460,2016-10-05 00:40:22,2016-10-05 00:40:22,WindowsUpdateAgent.
15058,2016-10-06 03:01:03,2016-10-06 03:01:03,WindowsUpdateAgent.
6353,2016-10-01 16:39:08,2016-10-01 16:39:08,WindowsUpdateAgent.
9151,2016-10-02 14:01:12,2016-10-02 14:01:12,WindowsUpdateAgent.
969,2016-09-28 04:30:51,2016-09-28 04:30:51,WindowsUpdateAgent.
23289,2016-10-10 00:12:24,2016-10-10 00:12:24,WindowsUpdateAgent.
577,2016-09-28 04:30:36,2016-09-28 04:30:36,WindowsUpdateAgent.
5735,2016-09-30 19:47:34,2016-09-30 19:47:34,WindowsUpdateAgent.
5646,2016-09-30 19:47:29,2016-09-30 19:47:29,WindowsUpdateAgent.
6301,2016-10-01 16:39:06,2016-10-01 16:39:06,WindowsUpdateAgent.
16371,2016-10-06 18:04:05,2016-10-06 18:04:05,WindowsUpdateAgent.
6494,2016-10-01 16:39:33,2016-10-01 16:39:33,WindowsUpdateAgent.
6779,2016-10-01 16:39:49,2016-10-01 16:39:49,WindowsUpdateAgent.
13752,2016-10-05 00:40:46,2016-10-05 00:40:46,WindowsUpdateAgent.
587,2016-09-28 04:30:37,2016-09-28 04:30:37,WindowsUpdateAgent.
10491,2016-10-03 11:09:12,2016-10-03 11:09:12,WindowsUpdateAgent.
14578,2016-10-05 21:52:22,2016-10-05 21:52:22,WindowsUpdateAgent.
8688,2016-10-02 12:00:41,2016-10-02 12:00:41,WindowsUpdateAgent.
10677,2016-10-03 11:09:29,2016-10-03 11:09:29,WindowsUpdateAgent.
6385,2016-10-01 16:39:15,2016-10-01 16:39:15,WindowsUpdateAgent.
17076,2016-10-06 21:41:04,2016-10-06 21:41:04,WindowsUpdateAgent.
20681,2016-10-09 02:32:08,2016-10-09 02:32:08,WindowsUpdateAgent.
19086,2016-10-08 07:06:17,2016-10-08 07:06:17,WindowsUpdateAgent.
12558,2016-10-04 16:50:27,2016-10-04 16:50:27,WindowsUpdateAgent.
23277,2016-10-10 00:12:24,2016-10-10 00:12:24,WindowsUpdateAgent.
22301,2016-10-09 04:36:47,2016-10-09 04:36:47,WindowsUpdateAgent.
11923,2016-10-04 06:24:40,2016-10-04 06:24:40,WindowsUpdateAgent.
1589,2016-09-29 02:03:53,2016-09-29 02:03:53,WindowsUpdateAgent.
4550,2016-09-30 07:09:11,2016-09-30 07:09:11,WindowsUpdateAgent.
3463,2016-09-29 22:28:50,2016-09-29 22:28:50,WindowsUpdateAgent.
13899,2016-10-05 00:40:57,2016-10-05 00:40:57,WindowsUpdateAgent.
23241,2016-10-10 00:12:23,2016-10-10 00:12:23,WindowsUpdateAgent.
20986,2016-10-09 02:32:21,2016-10-09 02:32:21,WindowsUpdateAgent.
9370,2016-10-02 14:01:20,2016-10-02 14:01:20,WindowsUpdateAgent.
16073,2016-10-06 18:03:15,2016-10-06 18:03:15,WindowsUpdateAgent.
2820,2016-09-29 03:00:47,2016-09-29 03:00:47,WindowsUpdateAgent.
590,2016-09-28 04:30:37,2016-09-28 04:30:37,WindowsUpdateAgent.
13846,2016-10-05 00:40:54,2016-10-05 00:40:54,WindowsUpdateAgent.
4710,2016-09-30 07:09:31,2016-09-30 07:09:31,WindowsUpdateAgent.
18024,2016-10-07 12:46:46,2016-10-07 12:46:46,WindowsUpdateAgent.
2786,2016-09-29 03:00:46,2016-09-29 03:00:46,WindowsUpdateAgent.
11480,2016-10-04 06:24:06,2016-10-04 06:24:06,WindowsUpdateAgent.
24439,2016-10-10 19:29:37,2016-10-10 19:29:37,WindowsUpdateAgent.
2756,2016-09-29 03:00:45,2016-09-29 03:00:45,WindowsUpdateAgent.
5834,2016-09-30 19:47:36,2016-09-30 19:47:36,WindowsUpdateAgent.
16121,2016-10-06 18:03:26,2016-10-06 18:03:26,WindowsUpdateAgent.
11705,2016-10-04 06:24:27,2016-10-04 06:24:27,WindowsUpdateAgent.
23898,2016-10-10 19:28:48,2016-10-10 19:28:48,WindowsUpdateAgent.
10614,2016-10-03 11:09:22,2016-10-03 11:09:22,WindowsUpdateAgent.
18196,2016-10-07 12:47:10,2016-10-07 12:47:10,WindowsUpdateAgent.
17149,2016-10-06 21:41:05,2016-10-06 21:41:05,WindowsUpdateAgent.
9441,2016-10-02 14:01:21,2016-10-02 14:01:21,WindowsUpdateAgent.
7077,2016-10-02 03:06:49,2016-10-02 03:06:49,WindowsUpdateAgent.
21724,2016-10-09 03:00:43,2016-10-09 03:00:43,WindowsUpdateAgent.
8212,2016-10-02 11:59:54,2016-10-02 11:59:54,WindowsUpdateAgent.
7291,2016-10-02 03:07:10,2016-10-02 03:07:10,WindowsUpdateAgent.
7303,2016-10-02 03:07:14,2016-10-02 03:07:14,WindowsUpdateAgent.
3805,2016-09-29 22:29:08,2016-09-29 22:29:08,WindowsUpdateAgent.
5697,2016-09-30 19:47:32,2016-09-30 19:47:32,WindowsUpdateAgent.
6019,2016-10-01 16:38:51,2016-10-01 16:38:51,WindowsUpdateAgent.
19475,2016-10-08 07:06:49,2016-10-08 07:06:49,WindowsUpdateAgent.
22962,2016-10-10 00:12:11,2016-10-10 00:12:11,WindowsUpdateAgent.
