Id,StartTime,EndTime,InitializedBy
1012,2016-09-28 04:30:52,2016-09-28 04:30:52,WindowsUpdateAgent.
3902,2016-09-29 22:29:10,2016-09-29 22:29:10,WindowsUpdateAgent.
10452,2016-10-03 11:09:05,2016-10-03 11:09:05,WindowsUpdateAgent.
19265,2016-10-08 07:06:35,2016-10-08 07:06:35,WindowsUpdateAgent.
20039,2016-10-09 02:31:47,2016-10-09 02:31:47,WindowsUpdateAgent.
22456,2016-10-09 04:36:54,2016-10-09 04:36:54,WindowsUpdateAgent.
16126,2016-10-06 18:03:40,2016-10-06 18:03:40,WindowsUpdateAgent.
24517,2016-10-10 19:29:40,2016-10-10 19:29:40,WindowsUpdateAgent.
20560,2016-10-09 02:32:04,2016-10-09 02:32:04,WindowsUpdateAgent.
6338,2016-10-01 16:39:07,2016-10-01 16:39:07,WindowsUpdateAgent.
12641,2016-10-04 16:50:28,2016-10-04 16:50:28,WindowsUpdateAgent.
12686,2016-10-04 16:50:29,2016-10-04 16:50:29,WindowsUpdateAgent.
14382,2016-10-05 21:52:04,2016-10-05 21:52:04,WindowsUpdateAgent.
9583,2016-10-02 14:01:27,2016-10-02 14:01:27,WindowsUpdateAgent.
4856,2016-09-30 07:09:40,2016-09-30 07:09:40,WindowsUpdateAgent.
10656,2016-10-03 11:09:29,2016-10-03 11:09:29,WindowsUpdateAgent.
19384,2016-10-08 07:06:46,2016-10-08 07:06:46,WindowsUpdateAgent.
4650,2016-09-30 07:09:29,2016-09-30 07:09:29,WindowsUpdateAgent.
11667,2016-10-04 06:24:26,2016-10-04 06:24:26,WindowsUpdateAgent.
19314,2016-10-08 07:06:42,2016-10-08 07:06:42,WindowsUpdateAgent.
21357,2016-10-09 03:00:30,2016-10-09 03:00:30,WindowsUpdateAgent.
6325,2016-10-01 16:39:07,2016-10-01 16:39:07,WindowsUpdateAgent.
16141,2016-10-06 18:03:41,2016-10-06 18:03:41,WindowsUpdateAgent.
13862,2016-10-05 00:40:55,2016-10-05 00:40:55,WindowsUpdateAgent.
19950,2016-10-09 02:31:40,2016-10-09 02:31:40,WindowsUpdateAgent.
21453,2016-10-09 03:00:34,2016-10-09 03:00:34,WindowsUpdateAgent.
576,2016-09-28 04:30:36,2016-09-28 04:30:36,WindowsUpdateAgent.
24126,2016-10-10 19:29:14,2016-10-10 19:29:14,WindowsUpdateAgent.
20416,2016-10-09 02:32:00,2016-10-09 02:32:00,WindowsUpdateAgent.
2300,2016-09-29 03:00:28,2016-09-29 03:00:28,WindowsUpdateAgent.
14707,2016-10-05 21:52:26,2016-10-05 21:52:26,WindowsUpdateAgent.
14854,2016-10-05 21:52:36,2016-10-05 21:52:36,WindowsUpdateAgent.
24403,2016-10-10 19:29:35,2016-10-10 19:29:35,WindowsUpdateAgent.
17236,2016-10-06 21:41:10,2016-10-06 21:41:10,WindowsUpdateAgent.
17904,2016-10-07 12:46:31,2016-10-07 12:46:31,WindowsUpdateAgent.
